N,P,K,temperature,humidity,ph,rainfall,label
15.2,122.1,204.5,28.57,77.1,5.98,57.45,grapes
34.1,109.4,204.2,28.63,84.27,6.25,58.34,grapes
16.3,136.3,184.0,23.31,79.41,5.91,52.16,grapes
21.4,133.7,188.8,21.06,73.37,5.88,67.93,grapes
22.8,125.8,201.0,27.82,80.51,6.55,85.06,grapes
32.6,115.8,183.1,28.73,85.92,5.96,67.58,grapes
16.4,138.3,208.3,19.34,80.45,6.33,72.02,grapes
32.9,129.3,208.7,19.18,88.95,5.91,82.76,grapes
26.8,137.6,203.3,24.9,83.72,6.67,64.96,grapes
25.1,150.0,188.8,26.52,83.36,5.73,89.36,grapes
18.1,110.6,210.0,22.8,81.49,5.75,88.92,grapes
25.9,125.0,210.0,26.72,81.73,6.61,67.69,grapes
19.4,129.9,201.5,21.16,80.95,5.82,63.22,grapes
29.3,146.5,205.1,15.54,80.79,6.64,75.97,grapes
18.1,115.6,202.0,22.3,84.12,6.36,65.52,grapes
22.4,150.0,205.3,24.25,78.26,5.94,57.43,grapes
20.2,133.4,198.8,22.9,77.7,5.27,81.81,grapes
18.1,131.0,199.7,19.37,77.51,5.99,81.16,grapes
26.7,130.0,209.1,16.74,90.18,6.04,70.56,grapes
25.7,127.6,210.0,21.94,84.12,6.47,56.37,grapes
29.0,142.5,186.0,27.59,83.22,6.64,56.7,grapes
14.1,121.3,199.0,29.02,77.77,5.73,70.07,grapes
28.3,135.5,188.2,28.75,84.49,6.32,64.0,grapes
95.6,23.7,52.5,28.15,83.93,5.62,49.03,watermelon
109.2,15.1,55.1,24.82,90.29,7.01,54.57,watermelon
106.3,15.0,53.2,21.24,85.7,6.58,55.7,watermelon
112.8,15.9,39.4,25.38,80.9,6.35,51.05,watermelon
89.1,12.5,56.0,27.87,92.39,6.84,55.34,watermelon
95.6,10.2,55.6,31.42,88.96,7.11,44.53,watermelon
106.6,21.2,55.0,22.41,84.52,5.38,63.46,watermelon
103.5,9.6,52.2,24.72,87.91,6.67,58.94,watermelon
114.3,18.0,51.3,24.83,83.39,5.93,40.24,watermelon
103.2,20.5,56.2,30.07,88.32,6.7,42.4,watermelon
117.5,11.2,61.5,25.9,75.44,6.55,42.62,watermelon
104.4,13.3,44.3,23.28,80.92,6.75,56.42,watermelon
109.6,21.9,56.5,27.68,88.92,6.3,40.72,watermelon
95.8,19.1,49.5,24.79,84.0,5.75,48.35,watermelon
99.1,14.5,49.2,22.33,85.83,6.32,54.64,watermelon
108.1,21.8,40.8,23.32,79.61,6.66,50.47,watermelon
115.1,21.8,48.3,31.2,92.39,6.91,53.07,watermelon
106.3,18.1,44.0,27.15,89.76,6.03,42.47,watermelon
98.2,13.4,47.2,26.32,84.2,6.91,55.76,watermelon
112.8,15.3,43.4,25.25,83.38,6.24,46.09,watermelon
77.1,18.1,47.3,26.88,89.12,6.64,48.4,watermelon
84.8,16.2,47.6,26.84,92.93,6.3,52.9,watermelon
105.8,20.8,50.6,26.88,88.82,6.57,51.82,watermelon
99.1,10.9,40.3,26.34,93.69,6.86,51.19,watermelon
105.1,11.0,41.3,28.61,81.31,6.01,44.99,watermelon
99.6,17.7,52.2,26.07,81.72,6.23,48.6,watermelon
104.7,15.0,45.2,23.07,80.24,6.57,51.02,watermelon
90.9,14.5,56.4,24.16,86.77,7.46,40.0,watermelon
104.7,9.9,51.4,20.06,85.7,6.15,47.3,watermelon
108.9,17.1,53.6,32.08,84.39,7.32,54.1,watermelon
111.2,16.8,58.5,28.59,88.24,7.3,40.78,watermelon
119.1,19.6,48.1,23.51,89.93,6.46,60.25,watermelon
101.4,17.3,46.6,25.15,78.9,6.38,61.16,watermelon
101.7,16.5,55.2,24.09,82.61,6.22,41.04,watermelon
83.8,21.7,53.1,30.63,88.28,6.47,61.86,watermelon
93.7,11.8,48.9,21.74,83.13,5.94,49.85,watermelon
97.1,19.1,58.3,26.34,81.81,6.47,54.35,watermelon
109.5,10.3,48.7,25.67,89.07,7.1,47.03,watermelon
92.9,13.6,50.2,28.48,79.84,6.26,58.38,watermelon
107.0,12.1,50.1,25.69,83.79,6.4,54.25,watermelon
99.0,20.1,44.4,20.73,86.31,5.82,44.49,watermelon
97.2,16.7,50.5,25.25,82.7,6.65,41.68,watermelon
101.5,16.9,58.4,23.08,88.13,6.61,39.32,watermelon
95.1,12.6,52.7,26.24,82.72,6.53,52.5,watermelon
94.7,15.8,50.2,30.3,90.63,6.41,55.58,watermelon
82.0,13.9,49.0,20.78,84.5,6.38,56.21,watermelon
96.5,18.5,52.0,23.6,87.69,6.7,50.06,watermelon
94.2,13.0,54.5,24.34,87.98,6.49,41.74,watermelon
93.8,22.3,53.7,24.86,82.49,6.63,45.54,watermelon
103.2,10.3,48.0,28.22,76.79,6.59,60.22,watermelon
105.6,13.8,51.9,25.48,86.44,6.95,47.12,watermelon
101.3,23.7,52.9,27.25,85.29,6.77,52.15,watermelon
109.0,15.3,44.0,24.12,87.22,6.58,42.39,watermelon
104.8,11.7,51.0,26.69,84.09,7.11,53.69,watermelon
96.0,17.9,37.0,28.33,83.28,6.67,47.34,watermelon
94.4,15.1,52.9,23.8,93.03,7.02,59.37,watermelon
102.1,13.7,54.0,28.34,79.11,6.74,57.19,watermelon
104.7,12.6,54.5,26.16,87.94,5.76,47.03,watermelon
113.0,28.1,47.6,29.14,82.7,7.02,49.99,watermelon
110.9,16.0,51.9,25.4,83.66,6.55,46.59,watermelon
93.6,9.3,58.5,27.14,83.73,6.48,39.64,watermelon
98.0,23.0,58.5,25.88,81.79,6.61,44.14,watermelon
105.7,19.4,49.8,25.71,87.28,6.36,52.59,watermelon
109.7,13.9,50.8,26.78,90.56,6.59,53.6,watermelon
108.4,13.3,56.7,27.61,86.88,6.26,52.19,watermelon
98.4,19.7,41.0,22.25,85.41,7.01,48.59,watermelon
86.5,16.0,48.1,30.3,81.05,6.45,58.46,watermelon
89.0,9.3,58.0,20.42,87.07,6.35,51.51,watermelon
101.7,24.1,55.9,23.95,93.63,6.13,56.63,watermelon
102.4,15.3,52.2,25.72,83.48,6.61,36.81,watermelon
88.0,23.0,41.0,27.24,83.5,6.57,20.0,watermelon
99.4,22.1,49.7,30.73,82.76,6.66,53.27,watermelon
105.3,13.0,46.5,20.43,83.04,6.09,39.6,watermelon
87.5,21.1,52.0,24.48,74.02,5.86,49.3,watermelon
110.0,14.4,45.1,19.62,86.62,6.75,48.58,watermelon
95.2,9.5,43.8,26.09,81.62,7.09,63.7,watermelon
111.6,15.3,37.6,26.82,78.56,6.09,54.2,watermelon
93.7,18.6,57.3,30.77,88.01,7.14,52.33,watermelon
88.7,15.1,47.6,26.36,80.67,6.61,57.7,watermelon
94.4,15.8,50.9,29.13,83.65,6.5,53.95,watermelon
98.0,21.6,50.0,27.75,90.87,6.34,47.34,watermelon
95.1,17.4,43.6,24.69,79.36,5.95,59.57,watermelon
96.8,13.6,42.4,21.77,78.87,6.9,42.12,watermelon
102.3,19.8,44.0,26.83,86.08,6.19,53.59,watermelon
97.3,17.8,45.7,21.52,89.6,6.19,38.62,watermelon
98.3,6.9,52.2,29.89,78.7,6.9,52.63,watermelon
81.9,18.7,45.2,25.51,86.63,5.75,52.54,watermelon
102.9,18.6,60.5,29.59,87.32,5.89,64.41,watermelon
98.1,17.1,56.2,24.56,76.76,6.49,38.48,watermelon
115.1,20.6,54.9,26.81,88.19,6.62,46.19,watermelon
89.6,14.3,49.3,26.63,88.51,6.69,57.58,watermelon
80.9,18.3,59.1,25.86,83.75,6.38,53.68,watermelon
105.2,10.7,48.7,24.7,90.01,7.51,52.44,watermelon
102.5,18.6,49.8,27.18,89.55,6.41,43.35,watermelon
88.9,24.8,51.0,23.22,85.41,6.41,46.27,watermelon
83.7,13.0,54.2,22.37,83.19,6.18,60.96,watermelon
114.4,14.0,53.8,29.73,81.11,6.55,50.59,watermelon
113.1,14.2,47.1,28.18,84.85,6.75,54.0,watermelon
74.1,17.5,46.8,26.2,87.28,6.98,50.08,watermelon
94.4,12.7,53.8,31.0,83.7,5.9,41.54,watermelon
109.3,21.7,45.9,31.81,92.88,6.97,24.68,muskmelon
105.0,19.5,48.2,29.4,92.64,6.11,24.61,muskmelon
123.1,13.5,46.4,24.79,93.47,6.97,30.99,muskmelon
89.8,17.8,50.7,27.65,92.17,6.11,25.07,muskmelon
108.2,21.9,57.2,27.28,92.0,6.47,22.89,muskmelon
86.9,13.0,45.4,27.91,95.59,6.02,30.23,muskmelon
101.6,20.5,56.0,30.13,96.55,6.4,25.6,muskmelon
109.8,27.3,45.3,28.79,87.48,6.52,21.25,muskmelon
79.3,22.2,44.9,28.85,92.03,6.35,30.77,muskmelon
98.0,23.7,54.9,31.63,89.93,6.61,25.97,muskmelon
94.4,18.9,55.5,27.61,91.07,6.43,25.01,muskmelon
93.0,21.9,55.1,32.73,93.21,6.24,25.89,muskmelon
103.9,15.1,42.1,27.66,94.01,6.23,20.0,muskmelon
111.2,21.2,47.2,29.18,91.66,6.64,22.36,muskmelon
98.7,20.6,54.9,28.44,86.26,6.2,25.02,muskmelon
102.1,19.2,50.2,29.25,89.1,6.67,24.03,muskmelon
101.1,23.3,43.6,29.89,94.69,6.77,31.36,muskmelon
100.0,15.8,52.7,29.87,83.78,5.9,26.09,muskmelon
89.1,17.3,45.7,27.49,95.56,6.74,29.27,muskmelon
111.1,18.4,60.8,26.75,93.56,7.02,25.05,muskmelon
103.0,13.9,59.3,34.01,95.95,6.48,30.28,muskmelon
103.9,18.9,53.6,28.03,91.4,6.58,26.99,muskmelon
91.9,11.1,58.2,30.4,85.82,6.71,25.07,muskmelon
95.4,22.2,50.4,25.78,93.29,6.32,24.93,muskmelon
98.2,18.2,54.6,28.44,95.82,6.45,20.23,muskmelon
84.7,15.9,58.9,28.75,94.77,6.01,27.53,muskmelon
83.1,14.7,51.5,29.95,90.01,6.44,24.8,muskmelon
94.0,17.1,48.5,23.56,92.26,6.55,22.49,muskmelon
105.2,20.8,39.8,29.33,90.4,6.55,30.53,muskmelon
93.5,20.2,49.5,26.7,89.54,6.72,20.0,muskmelon
89.8,15.2,54.9,29.65,94.87,6.17,22.89,muskmelon
91.9,14.6,55.7,26.93,88.41,6.24,30.14,muskmelon
95.4,20.6,53.0,27.29,89.32,6.97,26.58,muskmelon
96.5,15.1,46.8,28.45,88.69,6.35,24.76,muskmelon
121.7,18.2,38.1,26.9,87.53,6.46,26.26,muskmelon
110.5,18.5,47.0,28.05,92.44,6.38,25.9,muskmelon
110.2,19.2,48.2,26.61,95.48,6.15,20.0,muskmelon
111.7,21.4,48.1,25.33,91.45,6.89,23.25,muskmelon
90.0,12.9,53.7,31.04,87.48,6.24,33.08,muskmelon
87.8,10.4,61.9,26.41,94.52,6.06,21.7,muskmelon
88.9,15.7,50.7,28.64,97.06,6.26,23.41,muskmelon
113.3,25.2,48.7,30.51,90.06,5.8,22.29,muskmelon
94.5,26.1,48.4,27.77,90.56,6.2,24.56,muskmelon
87.5,25.3,50.7,27.35,93.55,6.11,22.08,muskmelon
95.7,17.2,45.0,29.45,96.87,6.59,27.43,muskmelon
97.6,10.9,50.7,31.24,90.44,6.2,25.99,muskmelon
102.7,8.6,52.7,26.66,88.0,6.67,28.87,muskmelon
102.5,15.5,51.3,28.7,93.89,6.82,20.0,muskmelon
91.7,17.2,52.7,25.54,94.4,6.63,23.3,muskmelon
106.9,23.2,52.6,28.21,92.02,6.34,23.87,muskmelon
93.6,21.5,39.4,29.07,90.33,6.44,27.28,muskmelon
98.4,18.9,53.8,27.29,94.98,5.94,21.03,muskmelon
106.9,14.4,46.0,28.09,93.58,6.36,29.58,muskmelon
93.6,14.2,43.4,26.18,89.69,6.14,30.93,muskmelon
94.3,19.0,43.4,29.15,92.15,6.61,20.06,muskmelon
105.9,20.8,52.6,31.11,87.94,7.17,22.55,muskmelon
91.4,19.6,48.7,26.81,94.06,6.55,22.34,muskmelon
96.2,13.9,39.9,27.75,91.21,5.8,38.16,muskmelon
105.6,20.6,52.9,30.01,90.69,6.29,22.85,muskmelon
120.5,19.7,41.4,31.42,91.9,6.44,33.39,muskmelon
106.1,13.7,50.8,26.01,92.12,6.43,20.0,muskmelon
104.7,14.9,51.4,28.66,94.68,6.18,20.05,muskmelon
105.3,20.8,55.3,29.57,93.77,6.47,21.57,muskmelon
89.3,17.1,60.7,28.8,91.53,6.03,20.77,muskmelon
101.2,24.4,41.8,24.05,94.29,6.12,23.66,muskmelon
99.7,20.0,49.7,30.0,93.2,6.59,21.46,muskmelon
103.2,16.1,48.3,32.04,90.72,6.1,20.9,muskmelon
101.2,18.0,52.6,29.23,91.63,6.56,30.79,muskmelon
103.8,18.3,51.3,26.94,91.56,5.99,31.12,muskmelon
96.9,15.1,47.9,27.97,93.52,6.93,29.75,muskmelon
100.6,14.3,47.4,32.54,90.9,6.17,27.62,muskmelon
87.7,20.8,43.3,30.82,90.83,6.33,25.46,muskmelon
96.8,21.4,55.9,30.28,97.91,6.5,22.51,muskmelon
113.9,20.4,52.8,29.71,94.82,6.23,20.23,muskmelon
103.2,24.1,55.5,27.68,89.72,6.44,26.81,muskmelon
99.8,15.8,48.1,28.6,93.71,6.57,20.0,muskmelon
119.0,24.7,46.1,28.84,92.36,6.69,20.03,muskmelon
86.4,14.4,43.5,30.1,93.17,6.64,30.76,muskmelon
88.9,13.9,52.2,32.02,92.41,6.35,34.5,muskmelon
117.1,11.0,43.8,31.24,95.57,6.36,26.97,muskmelon
100.5,16.2,61.1,26.16,93.04,7.1,30.53,muskmelon
97.6,16.0,42.2,29.45,91.81,6.68,23.77,muskmelon
88.0,20.1,51.6,30.47,95.13,6.12,20.0,muskmelon
104.5,19.0,59.4,30.24,92.7,6.43,28.06,muskmelon
105.4,13.2,53.6,27.74,92.36,6.3,27.85,muskmelon
89.1,16.4,51.1,34.83,92.94,6.36,25.36,muskmelon
98.6,16.5,44.2,26.45,91.72,6.03,23.79,muskmelon
96.6,10.9,41.7,26.83,92.03,6.28,29.81,muskmelon
102.6,14.1,54.6,29.47,90.24,6.94,20.07,muskmelon
88.8,14.9,59.0,33.23,89.75,6.57,21.13,muskmelon
112.5,23.7,47.4,27.33,89.0,5.65,20.0,muskmelon
109.2,18.8,43.2,28.47,87.82,6.77,25.42,muskmelon
96.4,20.6,35.3,31.15,89.36,6.73,20.0,muskmelon
97.8,12.0,44.1,28.96,91.48,6.29,21.58,muskmelon
98.6,22.8,49.3,28.33,92.31,6.62,21.47,muskmelon
92.2,23.2,59.6,30.13,91.19,6.14,23.7,muskmelon
95.6,10.0,54.0,29.55,84.93,6.26,20.0,muskmelon
97.3,15.2,51.8,31.06,96.72,6.85,25.44,muskmelon
116.1,20.0,47.6,31.58,95.26,6.32,31.24,muskmelon
109.5,20.6,46.5,29.61,93.34,5.84,25.68,muskmelon
27.2,145.9,194.4,21.3,89.22,5.55,117.45,apple
26.3,127.3,206.1,24.54,90.4,6.03,101.1,apple
24.1,125.4,195.8,23.87,87.46,6.23,101.41,apple
21.3,122.1,210.0,23.13,93.65,6.13,115.84,apple
21.1,135.8,205.9,25.79,91.75,6.23,121.14,apple
24.1,115.5,192.9,21.02,86.88,5.84,90.5,apple
19.4,138.6,200.3,21.27,89.5,5.76,119.26,apple
13.5,132.9,191.1,22.96,93.01,5.68,106.48,apple
23.0,145.3,198.2,21.08,90.37,5.88,110.69,apple
16.5,127.3,194.5,24.52,89.91,5.88,96.93,apple
17.2,132.0,210.0,20.86,91.78,5.96,102.78,apple
21.0,145.2,210.0,23.68,93.03,5.86,124.59,apple
20.6,147.8,185.7,22.7,87.69,5.86,113.39,apple
15.4,127.2,180.8,23.64,93.65,5.67,108.41,apple
21.7,135.8,197.5,21.62,89.6,6.18,111.6,apple
24.9,136.9,184.8,21.98,91.95,5.92,118.87,apple
16.5,137.7,200.5,23.29,91.89,5.85,118.29,apple
26.1,131.4,207.5,23.61,90.42,5.68,112.1,apple
14.8,146.8,210.0,22.99,88.93,5.5,126.12,apple
29.5,115.1,202.0,28.12,91.14,6.29,124.65,apple
19.4,129.8,198.1,20.03,96.88,6.07,117.96,apple
21.6,138.5,180.2,22.81,87.91,5.41,113.66,apple
13.4,138.6,200.3,18.28,97.08,6.13,120.89,apple
20.8,147.5,200.7,24.12,91.22,6.18,116.77,apple
21.9,146.0,206.4,19.65,92.11,5.94,125.73,apple
20.7,131.1,192.9,22.17,88.74,6.38,123.79,apple
18.7,147.0,195.6,21.88,89.69,5.97,100.78,apple
17.2,126.9,185.2,23.84,90.49,5.47,99.97,apple
25.5,143.3,177.1,21.34,88.86,6.01,104.59,apple
21.1,150.0,188.9,21.21,91.37,5.97,124.71,apple
27.2,146.1,184.3,27.31,90.78,5.72,94.08,apple
18.9,135.1,203.4,23.85,97.55,6.07,117.74,apple
19.3,130.7,194.8,21.32,88.5,5.4,117.35,apple
24.3,118.7,194.6,22.25,92.31,6.2,126.95,apple
14.5,137.1,190.2,27.94,92.74,5.64,115.16,apple
16.1,122.8,167.7,22.29,88.79,5.6,96.88,apple
25.4,126.1,210.0,20.93,94.06,5.87,101.49,apple
16.3,122.1,190.0,20.95,90.81,6.03,98.82,apple
13.7,129.4,195.9,21.35,84.52,5.95,106.54,apple
28.5,133.7,185.5,21.22,93.98,5.68,110.81,apple
15.4,136.7,209.7,19.16,88.65,5.75,99.01,apple
21.7,128.0,201.4,19.63,88.86,5.56,130.65,apple
21.3,144.7,191.7,20.51,94.06,5.83,97.1,apple
9.8,131.9,196.1,24.77,90.96,6.22,129.15,apple
19.9,126.1,210.0,21.86,94.75,5.9,127.22,apple
22.8,136.3,199.3,22.38,95.63,6.16,123.78,apple
22.4,150.0,198.2,26.81,90.07,6.34,104.67,apple
24.6,137.4,190.6,26.89,94.38,5.72,117.11,apple
19.5,130.4,181.1,22.15,89.73,5.84,97.67,apple
23.9,118.7,198.4,21.11,98.7,6.55,123.93,apple
18.2,131.8,203.3,20.41,89.92,6.33,112.11,apple
15.4,136.3,210.0,25.08,95.08,5.4,108.09,apple
15.8,130.1,177.5,22.39,94.53,6.02,98.32,apple
15.2,117.3,188.7,21.84,92.95,5.9,83.27,apple
25.0,125.5,194.2,20.56,89.99,6.15,100.54,apple
14.9,148.5,200.0,20.69,91.55,5.68,126.35,apple
22.1,148.3,198.5,23.96,85.54,5.65,108.17,apple
19.9,125.1,198.8,19.05,92.67,5.7,110.97,apple
20.6,140.7,204.1,25.98,93.05,5.73,120.87,apple
26.5,122.2,191.0,21.4,92.4,6.14,134.67,apple
19.2,148.0,209.3,22.55,83.08,5.55,128.9,apple
23.4,136.5,204.3,18.99,88.2,5.71,101.33,apple
21.2,143.5,196.8,22.96,89.76,5.36,89.69,apple
20.4,116.8,210.0,22.02,92.87,6.2,141.32,apple
30.2,140.8,210.0,22.85,92.87,6.28,140.23,apple
15.2,133.9,209.3,27.42,91.49,5.8,115.26,apple
26.2,142.5,169.8,23.53,93.91,5.81,97.75,apple
23.6,143.1,210.0,20.62,88.92,6.04,124.56,apple
19.1,134.7,207.9,20.87,93.83,6.34,111.7,apple
27.5,128.0,210.0,24.79,93.42,6.02,111.64,apple
13.6,141.8,210.0,26.9,93.13,5.69,123.73,apple
18.9,133.4,210.0,23.85,91.45,5.41,117.01,apple
16.2,125.3,208.8,25.07,97.49,5.57,98.77,apple
22.6,124.8,210.0,24.83,93.48,5.92,109.1,apple
16.5,119.2,210.0,27.26,89.09,5.7,120.93,apple
22.7,128.9,202.2,17.15,92.74,5.96,119.12,apple
20.3,145.0,184.3,25.0,94.26,5.73,116.14,apple
19.1,135.8,196.9,25.95,90.24,5.58,124.2,apple
22.6,128.7,203.9,18.98,95.27,5.55,108.66,apple
19.9,142.0,200.7,20.34,93.15,6.37,115.14,apple
16.6,125.7,187.5,20.45,84.97,6.17,72.49,apple
32.2,135.0,183.7,20.81,92.9,6.42,107.6,apple
19.1,132.2,192.6,21.55,90.78,6.06,122.17,apple
12.1,141.8,208.1,23.73,93.61,5.77,108.32,apple
17.6,118.2,210.0,25.6,94.83,6.3,107.41,apple
15.9,125.5,209.2,26.24,92.59,5.89,100.5,apple
24.3,117.6,210.0,20.49,97.0,5.97,125.04,apple
22.3,131.4,199.2,20.47,91.46,5.89,119.58,apple
22.6,146.1,182.6,26.95,93.87,5.02,122.9,apple
19.5,128.9,195.4,24.94,94.41,6.38,92.29,apple
19.9,128.9,197.4,23.25,91.71,6.05,111.07,apple
19.5,142.7,195.0,24.42,94.34,6.0,109.64,apple
20.7,144.7,200.5,22.91,90.22,5.88,109.63,apple
24.3,133.1,204.4,24.57,90.73,5.95,105.61,apple
22.3,140.8,208.5,21.99,88.06,5.72,108.85,apple
23.0,123.2,197.2,23.81,92.72,6.08,123.2,apple
23.0,147.8,181.0,18.47,92.98,5.51,90.05,apple
24.5,150.0,195.2,20.94,95.54,5.96,134.33,apple
22.2,139.2,200.4,20.97,94.37,6.07,118.81,apple
22.4,113.2,210.0,21.88,91.15,5.84,112.49,apple
23.6,16.9,9.5,25.21,86.43,7.24,109.99,orange
14.2,16.1,7.9,24.68,93.46,7.25,110.41,orange
17.3,13.1,8.1,25.37,88.68,6.34,103.84,orange
19.5,7.3,6.8,28.04,92.3,7.62,104.68,orange
25.5,12.0,11.1,30.45,90.37,7.21,110.87,orange
19.8,13.8,11.7,23.5,88.77,7.3,103.25,orange
21.8,15.0,7.7,27.4,89.59,6.7,92.94,orange
17.6,11.5,14.6,21.59,92.68,7.25,112.58,orange
21.9,14.0,9.1,27.74,88.16,7.45,122.88,orange
26.7,11.5,14.6,27.25,89.75,6.96,120.43,orange
24.0,15.5,8.1,27.03,93.99,7.8,100.28,orange
19.7,11.7,5.0,23.38,99.81,7.02,94.99,orange
22.7,12.6,11.2,20.33,93.43,7.46,106.59,orange
22.3,10.8,10.7,17.42,89.25,7.12,128.81,orange
22.0,15.4,10.1,22.84,90.9,7.23,117.75,orange
24.4,12.5,8.1,29.13,92.09,6.33,118.45,orange
24.4,19.6,9.9,21.76,90.95,7.15,120.68,orange
19.5,17.6,8.5,26.14,94.71,6.71,115.05,orange
22.6,15.7,9.1,26.38,92.65,6.66,111.45,orange
18.5,12.8,12.5,21.87,94.72,7.7,117.95,orange
16.3,17.5,10.6,28.27,91.06,6.91,103.45,orange
18.9,18.8,11.8,11.37,95.98,6.6,93.03,orange
19.7,16.6,9.3,18.11,91.5,6.86,118.68,orange
13.4,22.4,9.0,19.34,89.09,6.48,124.85,orange
23.4,17.8,6.5,19.72,98.53,7.57,96.58,orange
8.9,19.7,8.9,24.35,86.53,6.72,119.86,orange
30.9,16.5,5.0,24.16,89.78,7.21,130.17,orange
26.0,18.7,8.2,24.58,90.12,7.54,109.97,orange
19.0,12.8,9.8,25.38,99.52,6.8,100.18,orange
20.0,14.2,11.7,19.2,97.42,7.21,111.48,orange
21.2,17.4,9.2,18.13,96.48,6.59,103.39,orange
17.6,17.4,11.0,24.59,91.01,7.98,102.6,orange
20.8,18.0,5.0,20.48,99.28,7.37,115.2,orange
19.4,20.4,9.8,16.72,93.11,6.92,90.76,orange
19.6,10.3,5.0,26.89,94.93,6.69,92.67,orange
20.7,12.1,6.4,28.58,92.54,6.95,110.23,orange
14.7,16.9,9.4,29.23,91.85,6.86,109.73,orange
20.2,13.1,13.8,23.75,91.24,7.78,114.12,orange
20.7,29.5,11.1,25.5,91.37,6.51,132.5,orange
20.5,18.1,10.1,28.48,93.83,7.05,111.25,orange
19.1,15.7,9.9,20.43,93.1,6.99,117.18,orange
24.6,13.9,7.9,27.44,91.91,6.95,98.29,orange
18.6,14.1,8.4,24.1,96.53,6.96,119.22,orange
20.9,16.1,11.3,26.65,83.1,6.95,103.68,orange
25.2,16.4,5.8,23.74,93.53,7.35,110.86,orange
19.7,14.2,11.8,28.19,94.15,7.24,108.69,orange
20.9,14.9,8.8,23.89,95.44,7.17,122.4,orange
19.6,21.4,12.5,17.06,91.81,5.79,94.28,orange
24.9,21.5,12.9,28.81,92.62,7.12,82.6,orange
19.0,17.0,5.0,19.21,94.96,6.34,107.44,orange
25.1,10.6,8.3,28.01,96.47,7.26,115.62,orange
19.6,18.2,7.4,22.64,91.1,7.59,111.83,orange
16.6,22.2,5.0,27.7,92.8,6.63,124.79,orange
22.7,21.5,6.9,27.54,97.04,6.9,115.25,orange
18.8,18.9,17.3,24.72,85.63,6.76,103.23,orange
22.5,21.7,11.8,25.03,89.93,7.49,82.09,orange
9.1,16.2,15.8,24.69,96.4,7.04,107.15,orange
20.0,18.5,12.5,14.94,95.28,7.69,122.34,orange
18.2,13.3,7.8,23.47,93.57,7.17,105.3,orange
15.7,17.2,8.9,18.54,90.65,7.1,110.34,orange
17.8,21.3,11.8,23.68,89.35,7.03,115.06,orange
17.7,13.6,11.3,18.43,90.23,7.33,97.82,orange
19.8,12.6,8.3,18.26,96.64,6.3,117.48,orange
14.5,16.4,5.5,29.42,90.11,7.03,129.65,orange
21.3,15.1,19.9,27.28,92.3,6.97,107.93,orange
25.5,18.6,9.6,22.98,89.74,7.29,96.45,orange
21.1,14.2,9.0,23.74,94.53,6.92,109.2,orange
23.2,22.9,10.3,22.01,90.38,6.58,83.31,orange
24.4,10.8,9.3,25.28,91.71,7.0,114.04,orange
24.9,21.0,10.4,20.3,86.95,6.57,115.43,orange
27.5,12.9,13.9,26.97,87.16,6.23,130.11,orange
18.0,8.8,9.6,21.99,92.02,7.29,107.67,orange
17.1,17.0,6.5,21.32,88.02,7.23,114.9,orange
23.1,15.0,9.5,23.09,98.32,7.19,99.66,orange
22.8,11.6,8.6,20.64,85.82,7.52,105.72,orange
23.1,9.3,14.3,24.31,89.6,6.73,91.7,orange
27.6,16.0,13.5,20.85,92.05,6.43,107.66,orange
20.0,19.9,10.3,24.87,90.9,6.97,106.34,orange
21.7,18.3,6.2,27.86,88.69,6.86,113.59,orange
16.1,16.2,6.3,20.12,89.13,6.66,102.52,orange
28.5,17.9,10.0,22.48,89.03,6.97,111.0,orange
18.7,15.9,11.0,24.85,91.14,6.76,106.0,orange
18.8,10.3,8.9,21.26,97.86,6.27,106.02,orange
18.6,10.3,8.6,24.86,92.23,6.82,110.96,orange
17.4,15.2,8.2,25.22,95.55,6.55,110.49,orange
17.1,15.4,9.9,27.33,93.52,7.09,119.13,orange
17.9,19.4,5.0,20.58,95.34,6.74,108.55,orange
14.5,19.0,6.7,19.23,83.6,7.44,105.8,orange
16.9,18.4,8.1,21.77,91.09,7.64,107.83,orange
27.8,14.9,13.6,19.13,95.92,7.27,101.42,orange
22.9,10.5,7.6,25.26,90.28,6.38,105.68,orange
23.7,17.6,10.5,18.35,97.29,7.6,134.37,orange
24.7,18.1,10.7,32.33,96.45,7.63,99.05,orange
27.3,6.4,13.9,28.18,90.59,7.01,106.66,orange
12.9,12.7,13.8,23.05,90.49,7.53,105.35,orange
15.1,13.2,9.8,26.47,88.96,6.78,107.03,orange
16.8,16.5,8.6,16.45,90.11,6.25,106.03,orange
18.1,12.8,8.0,33.09,88.3,6.7,113.35,orange
18.8,15.8,9.3,20.64,93.29,7.69,89.48,orange
18.2,15.2,8.7,22.52,87.63,6.4,122.45,orange
55.1,68.4,40.2,34.99,92.68,6.93,150.66,papaya
40.1,44.0,44.5,39.04,91.77,6.91,127.73,papaya
31.8,56.4,49.1,30.07,95.89,6.64,131.62,papaya
42.2,58.7,56.7,35.44,93.21,6.91,128.31,papaya
48.1,59.1,52.8,38.44,89.48,6.02,140.92,papaya
70.6,60.4,43.0,36.28,89.96,6.73,160.55,papaya
54.3,63.9,49.2,36.5,94.05,6.96,142.92,papaya
35.5,58.7,62.1,35.76,95.13,6.45,136.35,papaya
44.5,56.1,50.7,37.9,93.66,6.45,120.12,papaya
49.6,55.7,48.0,30.74,97.69,6.14,151.28,papaya
